Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
9,X126,P.S. 126 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/10/2023,DOES,,DOES,65832.00,5437.00,DSF0001084545
9,X132,P.S. 132 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001007919
9,X132,P.S. 132 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001007919
9,X132,P.S. 132 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001007919
9,X132,P.S. 132 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001007919
9,X132,P.S. 132 - BRONX,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001035285
9,X132,P.S. 132 - BRONX,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,7/20/2018,DOES,,DOES,351661.00,0.00,DSF0000889373
9,X132,P.S. 132 - BRONX,DOE - Skilled Trades,ACE 6- WIRELESS PNEUMATIC THERMOSTATS,Construction,In-Progress,1/20/2021,DOES,,DOES,85761.00,0.00,DSF0000960494
9,X132,P.S. 132 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/10/2023,DOES,,DOES,65832.00,6417.00,DSF0001084548
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,SCA CIP,CTF/CHARTER MATCH ROOM CONVERSION,Scope,In-Progress,9/14/2023,12/18/2023,,13201,13201.00,0.00,DSF0001085809
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,SCA CIP,CTF/CHARTER MATCH ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,59406,59406.00,0.00,DSF0001085809
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,SCA CIP,CTF/CHARTER MATCH ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,765677,765677.00,0.00,DSF0001085809
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,SCA CIP,CTF/CHARTER MATCH ROOM CONVERSION,"CM,F&E",PNS,PNS,PNS,PNS,141914,141914.00,799.00,DSF0001085809
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOMS: RM: 302 APPROX. 756SF RM: 303 APPROX. 756SF RM: 304 APP,Construction,Complete,3/17/2023,IEH,8/20/2023,IEH,207415.00,2362.00,SCA0000071827
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,Fast Track Projects,LSP CHARTER MATCH LOCKER INSTALLATION,Construction,Complete,4/17/2019,FTK,5/11/2023,FTK,155582.00,153634.00,DSF0000912246
9,X145,M.S. 593 - BRONX,Fast Track Projects,PATH OF TRAVEL CTF CHARTER MATCH ROOM CONVERSION,Construction,In-Progress,3/18/2022,FTK,,FTK,131048.00,62833.00,DSF0000912417
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,9/10/2019,FTK,,FTK,142933.00,141396.00,"DSF0000868260, DSF0000912402"
9,X145,M.S. 593 - BRONX,Fast Track Projects,CTF CHARTER MATCH ROOM CONVERSION / PATH OF TRAVEL CTF ROOM CONVERSION,Construction,In-Progress,2/2/2021,FTK,,FTK,496114.00,306612.00,"DSF0000913033, DSF0000960465"
9,X145,I.S. 325 - BRONX,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,In-Progress,6/30/2021,DIIR,,DIIR,150000.00,0.00,DSF0000866627
9,X145,M.S. 594 - BRONX,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,125000.00,0.00,DSF0000914200
9,X145,M.S. 593 - BRONX,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,50000.00,0.00,DSF0001007930
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086773
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,DOE - RESOA,FY21 RESO A COURTYARD UPGRADE,Construction,In-Progress,6/29/2023,DOER,,DOER,315765.00,0.00,DSF0001008466
9,X145,I.S. 145 - BRONX,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,1/15/2016,DOES,,DOES,171806.00,0.00,DSF0000796122
9,X145,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,9/30/2022,DOES,,DOES,221888.00,0.00,DSF0001034467
9,X147,I.S. 339 - BRONX,SCA CIP,PA SYSTEM REPLACEMENT,Scope,Complete,2/6/2019,5/7/2019,6/25/2019,18560,20697.00,20697.00,DSF0000908673
9,X147,I.S. 339 - BRONX,SCA CIP,PA SYSTEM REPLACEMENT,Design,Complete,7/19/2019,12/20/2019,5/20/2020,83520,122854.00,115809.00,DSF0000908673
9,X147,I.S. 339 - BRONX,SCA CIP,PA SYSTEM REPLACEMENT,Construction,In-Progress,5/10/2021,3/5/2022,,1076480,1226511.00,1003754.00,DSF0000908673
9,X147,I.S. 339 - BRONX,SCA CIP,PA SYSTEM REPLACEMENT,"CM,F&E",In-Progress,5/10/2021,3/5/2022,,199520,110019.00,102974.00,DSF0000908673
9,X147,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,6/15/2023,10/16/2023,9/22/2023,8019,14427.00,422.00,DSF0001083796
9,X147,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,PNS,PNS,PNS,PNS,36085,36085.00,1686.00,DSF0001083796
9,X147,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,PNS,PNS,PNS,PNS,465101,465101.00,0.00,DSF0001083796
9,X147,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",PNS,PNS,PNS,PNS,86204,86204.00,1760.00,DSF0001083796
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,FY24 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086776
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,FY24 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,15000,15000.00,0.00,DSF0001086776
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,220000,220000.00,0.00,DSF0001086776
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,FY24 RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,15000,15000.00,0.00,DSF0001086776
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087128
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087128
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087128
9,X147,I.S. 339 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087128
9,X147,I.S. 313 - BRONX,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,233000.00,0.00,DSF0000913695
9,X147,I.S. 313 - BRONX,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,150000.00,7800.00,DSF0001007927
9,X147,I.S. 339 - BRONX,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/14/2021,DIIR,9/11/2023,DIIR,125000.00,5029.00,DSF0001007928
9,X147,I.S. 339 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,3/30/2023,DOES,,DOES,475126.00,0.00,DSF0001035175
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,Scope,Complete,11/21/2018,4/10/2019,2/11/2020,15826,63212.00,40610.00,DSF0000908694
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,Design,Complete,2/11/2020,7/13/2020,5/14/2021,71215,100199.00,85585.00,DSF0000908694
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,Construction,In-Progress,1/25/2022,1/24/2023,,917879,821854.00,127673.00,DSF0000908694
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,"CM,F&E",In-Progress,1/25/2022,1/24/2023,,170124,119348.00,82033.00,DSF0000908694
9,X148,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Scope,Complete,4/30/2021,8/31/2021,8/6/2021,0,18700.00,18700.00,DSF0000913505
9,X148,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,8/17/2021,1/21/2022,2/10/2022,65700,52575.00,51020.00,DSF0000913505
9,X148,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/13/2022,9/12/2023,,963602,966130.00,258090.00,DSF0000913505
9,X148,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,9/13/2022,9/12/2023,,65700,89263.00,28198.00,DSF0000913505
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Scope,In-Progress,3/22/2023,6/21/2023,,0,9765.00,376.00,DSF0001036257
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,24420,14655.00,1505.00,DSF0001036257
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,358160,358160.00,0.00,DSF0001036257
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,24420,24420.00,1438.00,DSF0001036257
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,In-Progress,5/25/2023,8/25/2023,,0,0.00,0.00,DSF0001036258
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036258
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036258
9,X148,I.S. 215 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036258
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN FOLLOWING LOCATIONS 2ND FLOOR HALLWAY APPROX. 4356SF 3RD FLOOR,Construction,Complete,5/11/2023,IEH,7/11/2023,IEH,647.00,72.00,SCA0000071959
9,X148,I.S. 215 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/14/2023,DIIR,6/27/2023,DIIR,115000.00,59166.00,DSF0001033385
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/14/2023,DIIR,6/29/2023,DIIR,100000.00,54922.00,DSF0001033432
9,X148,I.S. 219 - BRONX,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001036259
9,X148,I.S. 215 - BRONX,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,195522.00,0.00,DSF0001034083
9,X148,I.S. 215 - BRONX,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001086777
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,7/24/2023,DOES,,DOES,346130.00,0.00,DSF0001035176
9,X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,DOE - Skilled Trades,GYMNASIUM FLOOR REPLACEMENT,Construction,In-Progress,6/1/2023,DOES,,DOES,1000.00,0.00,DSF0001085175
9,X163,P.S. 163 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,7/20/2023,DIIR,250000.00,24360.00,DSF0001033378
9,X163,P.S. 163 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/10/2023,DOES,,DOES,65832.00,6417.00,DSF0001084559
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA CIP,ELECTRICAL UPGRADE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,11/8/2019,3/25/2020,1/2/2020,9129,15604.00,15604.00,"DSF0000912145, DSF0000960472"
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA CIP,ELECTRICAL UPGRADE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,2/5/2020,8/7/2020,5/5/2020,41081,62415.00,62415.00,"DSF0000912145, DSF0000960472"
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA CIP,ELECTRICAL UPGRADE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,Complete,8/2/2021,3/29/2022,4/28/2023,529482,473489.00,371241.00,"DSF0000912145, DSF0000960472"
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA CIP,ELECTRICAL UPGRADE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",Complete,8/2/2021,3/29/2022,4/28/2023,98137,67515.00,65462.00,"DSF0000912145, DSF0000960472"
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086783
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,174000,174000.00,0.00,DSF0001086783
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,2552000,2552000.00,0.00,DSF0001086783
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY24 RESO A SUPPLEMENTAL COOLING,"CM,F&E",PNS,PNS,PNS,PNS,174000,174000.00,0.00,DSF0001086783
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087130
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087130
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087130
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087130
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,1/23/2019,12/1/2021,12/3/2021,0,25990.00,25990.00,"DSF0000890967, DSF0000912344"
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,12/3/2021,1/18/2022,1/13/2022,111577,159049.00,122742.00,"DSF0000890967, DSF0000912344"
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,In-Progress,7/6/2022,7/5/2023,,1636470,1544611.00,1111129.00,"DSF0000890967, DSF0000912344"
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,7/6/2022,7/5/2023,,111577,100429.00,100429.00,"DSF0000890967, DSF0000912344"
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA IEH,IEH PO18-BOILER ROOM,Construction,Complete,9/24/2020,IEH,7/18/2023,IEH,353.00,353.00,SCA0000066810
9,X166,BRONX EARLY COLLEGE ACADEMY,SCA IEH,"PO18-ABATE AND REPLACE ACM FLOOR TILES AT  1ST FL   HALLWAY 5173 SQFT. STAIRWELL A - 81 SQFT, STAIRW",Construction,Complete,3/17/2023,IEH,8/24/2023,IEH,205187.00,2068.00,SCA0000071823
9,X166,GRANT AVENUE ELEMENTARY SCHOOL,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2023,DIIR,5/24/2023,DIIR,130000.00,120695.00,DSF0001033425
9,X166,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033427
9,X166,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,7/16/2021,DOES,,DOES,183729.00,0.00,DSF0000865993
9,X166,BRONX EARLY COLLEGE ACADEMY,DOE - Skilled Trades,ACE 6- WIRELESS PNEUMATIC THERMOSTATS,Construction,In-Progress,2/10/2021,DOES,,DOES,193120.00,0.00,DSF0000960498
9,X166,BRONX EARLY COLLEGE ACADEMY,DOE - Skilled Trades,ELEVATOR MODERNIZATIONS,Construction,In-Progress,1/31/2022,DOES,,DOES,440538.00,318739.00,DSF0001031067
9,X166,BRONX EARLY COLLEGE ACADEMY,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/10/2023,DOES,,DOES,65832.00,6417.00,DSF0001084560
9,X170,P.S. 170 - BRONX,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,5/30/2023,DIIR,156000.00,9444.00,DSF0001036270
9,X170,P.S. 170 - BRONX,DOE - RESOA,FY21 RESO A LIBRARY UPGRADE,Construction,In-Progress,9/26/2023,DOER,,DOER,199056.00,0.00,DSF0001007904
9,X170,P.S. 170 - BRONX,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001086786
9,X170,P.S. 170 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/10/2023,DOES,,DOES,50832.00,6417.00,DSF0001084562
9,X172,P.S. 11 - BRONX,DOE - RESOA,FY21 RESO A PA SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001007912
9,X173,P.S. 236 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/24/2022,DIIR,2/17/2023,DIIR,110000.00,103475.00,DSF0001033390
9,X173,P.S. 236 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/3/2023,DOES,,DOES,50832.00,6417.00,DSF0001084563
9,X229,I.S. 229 - BRONX,SCA CIP,STH SBHC,Scope,Complete,12/20/2016,4/24/2017,4/4/2017,43121,37415.00,37415.00,DSF0000865776
9,X229,I.S. 229 - BRONX,SCA CIP,STH SBHC,Design,Complete,4/4/2017,6/15/2017,6/20/2017,172482,248026.00,247379.00,DSF0000865776
9,X229,I.S. 229 - BRONX,SCA CIP,STH SBHC,Construction,In-Progress,7/15/2019,7/13/2020,,3234038,2990590.00,2754233.00,DSF0000865776
9,X229,I.S. 229 - BRONX,SCA CIP,STH SBHC,"CM,F&E",In-Progress,7/15/2019,7/13/2020,,268969,696335.00,688900.00,DSF0000865776
9,X229,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENT STATE PARK - BRONX,SCA Furniture & Equipment,FY22 RESO A MOBILE SCIENCE LABS,F&E,In-Progress,5/31/2023,,,100000,100000.00,599.00,DSF0001033398
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,Scope,Complete,2/1/2019,6/18/2019,1/21/2022,60992,67175.00,29003.00,"DSF0000887848, DSF0001031531, DSF0001034495, DSF0001031528"
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,Design,Complete,2/2/2022,7/5/2022,5/11/2022,299610,273166.00,243591.00,"DSF0000887848, DSF0001031531, DSF0001034495, DSF0001031528"
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,Construction,In-Progress,9/21/2022,3/13/2024,,6278234,5631031.00,967374.00,"DSF0000887848, DSF0001031531, DSF0001034495, DSF0001031528"
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,"CM,F&E",In-Progress,9/21/2022,3/13/2024,,467092,42672.00,41907.00,"DSF0000887848, DSF0001031531, DSF0001034495, DSF0001031528"
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/9/2023,6/9/2023,3/15/2023,3924,3940.00,3940.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/15/2023,9/8/2023,5/3/2023,17658,15761.00,15761.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,227590,227590.00,145.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,46447,46447.00,384.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/14/2023,DIIR,5/10/2023,DIIR,150000.00,0.00,DSF0001033386
9,X235,P.S./I.S. 218 - BRONX,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001086806
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,7/8/2022,11/23/2022,7/25/2023,32930,36270.00,5831.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,In-Progress,9/7/2023,2/12/2024,,148186,148186.00,4326.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,1909956,1909956.00,0.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,354001,354001.00,8920.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,ROOFS,Scope,Complete,7/8/2022,11/23/2022,7/25/2023,19040,19040.00,2959.00,DSF0001031544
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,ROOFS,Design,PNS,PNS,PNS,PNS,1543,1543.00,1543.00,DSF0001031544
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,3980,3980.00,0.00,DSF0001031544
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,3341,3341.00,3298.00,DSF0001031544
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
